luminosity,black,white,temperature
0.6,0.407125,0.3125,33.35925
0.6126582278481012,0.4101701850664958,0.31687429899054637,33.813089128344814
0.6253164556962025,0.41310320862041344,0.32113643646851464,34.26726474122737
0.6379746835443038,0.41592407066175296,0.3252864124339048,34.72177683864765
0.6506329113924051,0.41863277119051434,0.32932422688671686,35.176625420605674
0.6632911392405063,0.4212293102066977,0.3332498798269508,35.631810487101426
0.6759493670886075,0.4237136877103028,0.3370633712546066,36.08733203813491
0.6886075949367089,0.4260859037013299,0.3407647011696843,36.543190073706135
0.7012658227848101,0.4283459581797789,0.34435386957218395,36.999384593815094
0.7139240506329114,0.43049385114564975,0.3478308764621054,37.455915598461786
0.7265822784810126,0.4325295825989425,0.3511957218394488,37.912783087646204
0.7392405063291139,0.4344531525396571,0.35444840570421404,38.36998706136837
0.7518987341772152,0.43626456096779365,0.35758892805640125,38.82752751962826
0.7645569620253164,0.43796380788335204,0.36061728889601025,39.28540446242589
0.7772151898734176,0.43955089328633234,0.36353348822304116,39.74361788976125
0.789873417721519,0.4410258171767345,0.366337526037494,40.20216780163435
0.8025316455696202,0.44238857955455857,0.3690294023393687,40.66105419804518
0.8151898734177215,0.44363918041980455,0.3716091171286653,41.12027707899375
0.8278481012658228,0.4447776197724724,0.3740766704053837,41.57983644448005
0.8405063291139241,0.4458038976125621,0.37643206216952413,42.03973229450409
0.8531645569620253,0.4467180139400737,0.3786752924210864,42.49996462906585
0.8658227848101265,0.4475199687550072,0.3808063611600705,42.960533448165364
0.8784810126582279,0.4482097620573626,0.3828252683864765,43.421438751802604
0.8911392405063291,0.4487873938471399,0.38473201410030444,43.882680539977564
0.9037974683544303,0.44925286412433907,0.3865265983015542,44.34425881269028
0.9164556962025316,0.4496061728889601,0.3882090209902259,44.80617356994071
0.9291139240506329,0.44984732014100304,0.3897792821663195,45.26842481172889
0.9417721518987341,0.4499763058804679,0.391237381829835,45.73101253805479
0.9544303797468354,0.4499931301073546,0.39258331998077234,46.19393674891844
0.9670886075949368,0.4498977928216632,0.39381709661913156,46.65719744431982
0.9797468354430379,0.4496902940233937,0.3949387117449127,47.12079462425893
0.9924050632911392,0.4493706337125461,0.3959481653581157,47.584728288735775
1.0050632911392405,0.4489388118891203,0.3968454574587406,48.04899843775036
1.0177215189873419,0.4483948285531165,0.3976305880467874,48.51360507130268
1.030379746835443,0.44773868370453457,0.39830355712225607,48.978548189392725
1.0430379746835443,0.44697037734337447,0.39886436468514663,49.443827792020514
1.0556962025316454,0.4460899094696363,0.39931301073545905,49.909443879186014
1.0683544303797468,0.44509728008332,0.39964949527319343,50.375396450889276
1.081012658227848,0.4439924891844256,0.39987381829834967,50.84168550713027
1.0936708860759494,0.44277553677295306,0.39998597981092776,51.308311047909
1.1063291139240508,0.4414464228489024,0.39998597981092776,51.77527307322545
1.1189873417721519,0.4400051474122737,0.39987381829834967,52.24257158307964
1.131645569620253,0.43845171046306686,0.39964949527319343,52.71020657747156
1.1443037974683543,0.43678611200128187,0.3993130107354591,53.178178056401215
1.1569620253164556,0.4350083520269188,0.39886436468514663,53.64648601986861
1.169620253164557,0.43311843053997756,0.39830355712225607,54.11513046787374
1.1822784810126583,0.43111634754045824,0.3976305880467874,54.5841114004166
1.1949367088607594,0.42900210302836084,0.3968454574587406,55.05342881749719
1.2075949367088608,0.42677569700368534,0.3959481653581157,55.52308271911552
1.2202531645569619,0.4244371294664317,0.39493871174491274,55.99307310527159
1.2329113924050632,0.4219864004165999,0.3938170966191316,56.46339997596539
1.2455696202531645,0.41942350985419,0.39258331998077234,56.93406333119692
1.2582278481012659,0.41674845777920205,0.391237381829835,57.405063170966194
1.2708860759493672,0.41396124419163594,0.3897792821663195,57.876399495273205
1.2835443037974683,0.4110618690914918,0.388209020990226,58.34807230411793
1.2962025316455694,0.4080503324787695,0.3865265983015543,58.82008159750039
1.3088607594936708,0.40492663435346904,0.3847320141003045,59.2924273754206
1.321518987341772,0.40169077471559045,0.38282526838647657,59.76510963787854
1.3341772151898734,0.3983427535651338,0.38080636116007055,60.238128384874216
1.3468354430379748,0.394882570902099,0.3786752924210864,60.711483616407634
1.3594936708860759,0.3913102267264862,0.3764320621695242,61.18517533247877
1.3721518987341772,0.3876257210382952,0.3740766704053838,61.65920353308765
1.3848101265822783,0.3838290538375261,0.37160911712866534,62.13356821823425
1.3974683544303796,0.37992022512417883,0.36902940233936876,62.6082693879186
1.410126582278481,0.3758992348982535,0.36633752603749403,63.08330704214069
1.4227848101265823,0.37176608315975,0.3635334882230412,63.55868118090049
1.4354430379746836,0.36752076990866844,0.3606172888960103,64.03439180419805
1.4481012658227848,0.36316329514500884,0.3575889280564013,64.51043891203334
1.460759493670886,0.358693658868771,0.3544484057042141,64.98682250440635
1.4734177215189872,0.3541118610799552,0.3511957218394489,65.46354258131709
1.4860759493670885,0.34941790177856114,0.3478308764621055,65.94059914276559
1.4987341772151899,0.344611780964589,0.344353869572184,66.4179921887518
1.5113924050632912,0.33969349863803877,0.3407647011696844,66.89572171927576
1.5240506329113925,0.33466305479891034,0.3370633712546066,67.37378773433745
1.5367088607594936,0.329520449447204,0.33324987982695087,67.85219023393687
1.5493670886075948,0.3242656825829195,0.329324226886717,68.330929218074
1.562025316455696,0.31889875420605673,0.32528641243390494,68.81000468674893
1.5746835443037974,0.31341966431661594,0.32113643646851475,69.28941663996153
1.5873417721518988,0.307828412914597,0.3168742989905464,69.76916507771192
1.6,0.302125,0.3125,70.24925
